country_code,iata,latitude,longitude,relative lat,relative long,% lat,% long,,,,,,,,,,
US,HLN,46.60680008,-111.9830017,1.78319992,-30.8830017,0.077028074,-0.708000956,231.8671933,-280.852544,,,,,,,,
US,HNL,21.32062,-157.924228,27.06938,-76.824228,1.169303672,-1.761215681,1250.960326,-880.1317224,,,,,,,,
US,HOB,32.6875,-103.2170029,15.7025,-22.1170029,0.678293737,-0.507038122,792.8480562,-166.5046917,,,,,,,,
US,HOU,29.64539909,-95.27890015,18.74460091,-14.17890015,0.809701983,-0.325055024,915.4519503,-62.9563087,,,,,,,,
US,HPN,41.06700134,-73.70760345,7.32299866,7.39239655,0.316328236,0.16947264,455.1342441,218.4299321,,,,,,,,
US,HRL,26.22850037,-97.65440369,22.16149963,-16.55440369,0.9573002,-0.379514069,1053.161087,-93.94350526,,,,,,,,
US,HSV,34.6371994,-86.77510071,13.7528006,-5.67510071,0.59407346,-0.13010318,714.2705382,47.9712906,,,,,,,,
US,HTS,38.36669922,-82.55799866,10.02330078,-1.45799866,0.432971956,-0.033425004,563.9628349,102.9811729,,,,,,,,
US,HYS,38.84220123,-99.27320099,9.54779877,-18.17320099,0.412431912,-0.416625424,544.7989742,-115.0598662,,,,,,,,
US,IAD,38.94449997,-77.45580292,9.44550003,3.64419708,0.40801296,0.083544179,540.6760919,169.5366377,,,,,,,,
US,IAG,43.1072998,-78.94619751,5.2827002,2.15380249,0.228194393,0.04937649,372.9053688,150.0952228,,,,,,,,
US,IAH,29.9843998,-95.34140015,18.4056002,-14.24140015,0.795058324,-0.326487853,901.7894163,-63.77158838,,,,,,,,
US,ICT,37.649899,-97.433098,10.740101,-16.333098,0.463935248,-0.374440578,592.8515867,-91.05668872,,,,,,,,
US,IDA,43.514599,-112.070999,4.875401,-30.970999,0.210600475,-0.710018317,356.4902433,-282.0004225,,,,,,,,
US,ILG,39.67869949,-75.60649872,8.71130051,5.49350128,0.376298078,0.125939965,511.0861069,193.6598402,,,,,,,,
US,ILM,34.27059937,-77.90260315,14.11940063,3.19739685,0.609909314,0.073301166,729.0453904,163.7083633,,,,,,,,
US,IMT,45.81840134,-88.11450195,2.57159866,-7.01450195,0.111084175,-0.160809307,263.6415356,30.4995046,,,,,,,,
US,INL,48.56620026,-93.40309906,-0.17620026,-12.30309906,-0.007611242,-0.28205179,152.8987109,-38.48746825,,,,,,,,
US,ISP,40.79520035,-73.10019684,7.59479965,7.99980316,0.328069099,0.183397597,466.0884697,226.3532324,,,,,,,,
US,ITH,42.49100113,-76.45839691,5.89899887,4.64160309,0.254816366,0.106409975,397.7436694,182.5472755,,,,,,,,
US,ITO,19.72139931,-155.0480042,28.66860069,-73.9480042,1.238384479,-1.695277492,1315.412719,-842.6128929,,,,,,,,
US,JAC,43.6072998,-110.737999,4.7827002,-29.637999,0.206596121,-0.679458941,352.7541808,-264.6121373,,,,,,,,
US,JAN,32.31119919,-90.07589722,16.07880081,-8.97589722,0.694548631,-0.20577481,808.0138728,4.914133008,,,,,,,,
US,JAX,30.49410057,-81.68789673,17.89589943,-0.58789673,0.773041012,-0.013477688,881.2472643,114.3311958,,,,,,,,
US,JFK,40.63980103,-73.77890015,7.75019897,7.32109985,0.334781813,0.167838144,472.3514315,217.499904,,,,,,,,
US,JLN,37.15179825,-94.49829865,11.23820175,-13.39829865,0.485451479,-0.307159529,612.9262304,-52.77377194,,,,,,,,
US,JMS,46.92969894,-98.67819977,1.46030106,-17.57819977,0.063079959,-0.402984864,218.8536021,-107.2983876,,,,,,,,
US,JNU,58.35499954,-134.576004,-9.96499954,-53.476004,-0.430453544,-1.22595149,-241.6131564,-575.5663979,,,,,,,,
US,JST,40.31610107,-78.83390045,8.07389893,2.26609955,0.348764533,0.05195093,485.3973089,151.560079,,,,,,,,
US,KOA,19.738783,-156.045603,28.651217,-74.945603,1.237633564,-1.718147707,1314.712115,-855.6260456,,,,,,,,
US,KTN,55.35559845,-131.7140045,-6.96559845,-50.6140045,-0.300889782,-1.160339397,-120.7301665,-538.2331169,,,,,,,,
US,LAN,42.77870178,-84.58740234,5.61129822,-3.48740234,0.242388692,-0.079949618,386.1486496,76.50866732,,,,,,,,
US,LAR,41.31209946,-105.6750031,7.07790054,-24.5750031,0.305740844,-0.563388425,445.2562075,-198.5680138,,,,,,,,
US,LAS,36.08010101,-115.1520004,12.30989899,-34.0520004,0.531745097,-0.780651087,656.1181753,-322.1904683,,,,,,,,
US,LAW,34.56769943,-98.41660309,13.82230057,-17.31660309,0.597075619,-0.396987691,717.0715521,-103.8859963,,,,,,,,
US,LAX,33.94250107,-118.4079971,14.44749893,-37.3079971,0.624082027,-0.855295669,742.2685314,-364.6632359,,,,,,,,
US,LBB,33.663601,-101.822998,14.726399,-20.722998,0.636129546,-0.475080193,753.5088668,-148.3206296,,,,,,,,
US,LBE,40.27590179,-79.40480042,8.11409821,1.69519958,0.350501003,0.038862897,487.0174354,144.1129886,,,,,,,,
US,LBF,41.12620163,-100.6839981,7.26379837,-19.5839981,0.313770988,-0.44896832,452.7483317,-133.4629738,,,,,,,,
US,LBL,37.0442009,-100.9599991,11.3457991,-19.8599991,0.490099313,-0.455295715,617.2626592,-137.063262,,,,,,,,
US,LCH,30.12610054,-93.22329712,18.26389946,-12.12329712,0.788937342,-0.277929783,896.0785398,-36.14204634,,,,,,,,
US,LCK,39.813801,-82.927803,8.576199,-1.827803,0.37046216,-0.041902866,505.6411951,98.15726944,,,,,,,,
US,LEX,38.03649902,-84.60590363,10.35350098,-3.50590363,0.447235463,-0.080373765,577.2706874,76.26732771,,,,,,,,
US,LFT,30.20529938,-91.98760223,18.18470062,-10.88760223,0.785516225,-0.249601152,892.8866384,-20.02305522,,,,,,,,
US,LGA,40.77719879,-73.87259674,7.61280121,7.22740326,0.328846705,0.165690125,466.8139753,216.2776812,,,,,,,,
US,LGB,33.81769943,-118.1520004,14.57230057,-37.0520004,0.629473027,-0.849426878,747.298334,-361.3238933,,,,,,,,
US,LIH,21.97599983,-159.3390045,26.41400017,-78.2390045,1.140993528,-1.793649805,1224.546961,-898.5867391,,,,,,,,
US,LIT,34.72940063,-92.22429657,13.66059937,-11.12429657,0.590090686,-0.255027432,710.5546096,-23.11060863,,,,,,,,
US,LNK,40.85100174,-96.75920105,7.53899826,-15.65920105,0.325658672,-0.358991312,463.8395411,-82.2660568,,,,,,,,
US,LRD,27.54380035,-99.46160126,20.84619965,-18.36160126,0.900483786,-0.42094455,1000.151373,-117.5174488,,,,,,,,
US,LSE,43.879002,-91.256699,4.510998,-10.156699,0.194859525,-0.232845002,341.8039367,-10.4888063,,,,,,,,
US,LWB,37.85829926,-80.39949799,10.53170074,0.70050201,0.454933077,0.016059193,584.4525611,131.137681,,,,,,,,
US,LWS,46.37450027,-117.0149994,2.01549973,-35.9149994,0.087062623,-0.82336083,241.2294276,-346.4923122,,,,,,,,
US,LYH,37.3266983,-79.20040131,11.0633017,1.89959869,0.477896402,0.043548801,605.8773428,146.7792676,,,,,,,,
US,MAF,31.94249916,-102.2020035,16.44750084,-21.1020035,0.710475198,-0.483768994,822.87336,-153.2645573,,,,,,,,
US,MBS,43.53290176,-84.07959747,4.85709824,-2.97959747,0.209809859,-0.068308058,355.7525986,83.13271526,,,,,,,,
US,MCI,39.2976,-94.713898,9.0924,-13.613898,0.392760259,-0.312102201,526.4453218,-55.58615227,,,,,,,,
US,MCO,28.42939949,-81.30899811,19.96060051,-0.20899811,0.862228964,-0.004791337,964.4596231,119.2737294,,,,,,,,
US,MCW,43.15779877,-93.33129883,5.23220123,-12.23129883,0.226013012,-0.28040575,370.8701403,-37.55087195,,,,,,,,
US,MDT,40.19350052,-76.76339722,8.19649948,4.33660278,0.354060453,0.099417762,490.3384024,178.5687066,,,,,,,,
US,MDW,41.785999,-87.752403,6.604001,-6.652403,0.285270022,-0.152508093,426.1569302,35.2228953,,,,,,,,
